state_label, psm1_pose.position.x, psm1_pose.position.y, psm1_pose.position.z, psm1_pose.orientation.x , psm1_pose.orientation.y, psm1_pose.orientation.z , psm1_pose.orientation.w, psm2_pose.position.x, psm2_pose.position.y , psm2_pose.position.z, psm2_pose.orientation.x , psm2_pose.orientation.y, psm2_pose.orientation.z , psm2_pose.orientation.w,psm1_joint_state.position[0], psm1_joint_state.position[1], psm1_joint_state.position[2], psm1_joint_state.position[3], psm1_joint_state.position[4], psm1_joint_state.position[5], psm1_joint_state.position[6], psm1_joint_state.velocity[0], psm1_joint_state.velocity[1], psm1_joint_state.velocity[2], psm1_joint_state.velocity[3], psm1_joint_state.velocity[4], psm1_joint_state.velocity[5], psm1_joint_state.velocity[6],psm2_joint_state.position[0], psm2_joint_state.position[1], psm2_joint_state.position[2], psm2_joint_state.position[3], psm2_joint_state.position[4], psm2_joint_state.position[5], psm2_joint_state.position[6], psm2_joint_state.velocity[0], psm2_joint_state.velocity[1], psm2_joint_state.velocity[2], psm2_joint_state.velocity[3], psm2_joint_state.velocity[4], psm2_joint_state.velocity[5], psm2_joint_state.velocity[6]
1, 1, 7.601e-06, 0.00190757, 1, 0, 0.150999, -0.07961, -0.0886439, 0.805329, -0.494422, 0.317106, 0.0802302, 0.0137764, 0.0170886, 0.0331425, 0.772496, -0.512614, 0.374705, 0.00854532, -0.252535, -0.0393892, -0.274677, 0.80213, -0.490504, 0.332408, 0.0741568, 0, 0, 0, 0, 0, 0, 0.097248, 0.0079306, 0.0038948, 0, 0, 0, -0.108875, -0.736313, -0.818038, 0.000860213, -0.00618211, -0.00168367, 1, 0, 0.002, 0.04, 10, 1000, 4, 0.03
1, 1, 7.601e-06, 0.00190757, 1, 0, 0.15114, -0.0796192, -0.0886516, 0.80523, -0.494382, 0.317645, 0.0793251, 0.0137764, 0.0170886, 0.0331425, 0.772496, -0.512614, 0.374705, 0.00854532, -0.251649, -0.039331, -0.274643, 0.801822, -0.490836, 0.333152, 0.0719119, 0, 0, 0, 0, 0, 0, 0.0705391, 0.00593364, 0.00305311, 0, 0, 0, -0.108875, -0.736313, -0.818038, 0.000860213, -0.00618211, -0.00168367, 1, 0, 0.002, 0.04, 10, 1000, 4, 0.03
1, 1, 7.601e-06, 0.00190757, 1, 0, 0.151286, -0.0796393, -0.0886605, 0.805594, -0.49344, 0.31824, 0.0791082, 0.0137764, 0.0170886, 0.0331425, 0.772496, -0.512614, 0.374705, 0.00854532, -0.250718, -0.0392827, -0.274613, 0.802902, -0.489396, 0.332285, 0.0736645, 0, 0, 0, 0, 0, 0, 0.102202, 0.00838704, 0.00456506, 0, 0, 0, -0.108875, -0.736313, -0.818038, 0.000860213, -0.00618211, -0.00168367, 1, 0, 0.002, 0.04, 10, 1000, 4, 0.03
1, 1, 7.601e-06, 0.00190757, 1, 0, 0.151419, -0.07965, -0.0886647, 0.805791, -0.492858, 0.318716, 0.078819, 0.0137764, 0.0170886, 0.0331425, 0.772496, -0.512614, 0.374705, 0.00854532, -0.249931, -0.0392464, -0.274602, 0.803961, -0.487347, 0.332562, 0.0744487, 0, 0, 0, 0, 0, 0, 0.0742596, 0.00253397, 0.000798014, 0, 0, 0, -0.108875, -0.736313, -0.818038, 0.000860213, -0.00618211, -0.00168367, 1, 0, 0.002, 0.04, 10, 1000, 4, 0.03
1, 1, 0.0407289, 0.00164723, 1, 0, 0.151554, -0.0796715, -0.0886665, 0.806417, -0.491333, 0.31936, 0.079324, 0.0137483, 0.0170664, 0.0331378, 0.794099, -0.496977, 0.346729, 0.0469036, -0.249039, -0.0392254, -0.274585, 0.804909, -0.484921, 0.333813, 0.0744404, 0, 0, 0, 0, 0, 0, 0.0962112, 0.00659215, 0.00362852, 0, 0, 0, -0.108875, -0.736313, -0.818038, 0.000860213, -0.00618211, -0.00168367, 1, 0, 0.002, 0.04, 10, 1000, 4, 0.03
1, 1, 0.0407289, 0.00164723, 1, 0, 0.151694, -0.0796885, -0.0886644, 0.807296, -0.489325, 0.320024, 0.0801161, 0.0137483, 0.0170664, 0.0331378, 0.794099, -0.496977, 0.346729, 0.0469036, -0.248191, -0.0391979, -0.274577, 0.805948, -0.482887, 0.334074, 0.075254, 0, 0, 0, 0, 0, 0, 0.0997695, -0.00389983, -0.00210702, 0, 0, 0, -0.782472, -0.649538, -0.83837, 1.27383e-05, -0.00267274, -0.00193499, 1, 0, 0.002, 0.04, 10, 1000, 4, 0.03
1, 1, 0.0407289, 0.00164723, 1, 0, 0.151845, -0.079687, -0.0886619, 0.808207, -0.487325, 0.320681, 0.0804994, 0.0137483, 0.0170664, 0.0331378, 0.794099, -0.496977, 0.346729, 0.0469036, -0.247445, -0.0391818, -0.274577, 0.807001, -0.480795, 0.334374, 0.0760258, 0, 0, 0, 0, 0, 0, 0.0755143, -0.00806629, -0.00466708, 0, 0, 0, -0.782472, -0.649538, -0.83837, 1.27383e-05, -0.00267274, -0.00193499, 1, 0, 0.002, 0.04, 10, 1000, 4, 0.03
1, 1, 0.0407289, 0.00164723, 1, 0, 0.151995, -0.0796924, -0.0886598, 0.808719, -0.486043, 0.321293, 0.080666, 0.0137483, 0.0170664, 0.0331378, 0.794099, -0.496977, 0.346729, 0.0469036, -0.246667, -0.0391535, -0.27458, 0.806595, -0.481165, 0.334854, 0.0758806, 0, 0, 0, 0, 0, 0, 0.0732919, 0.00331061, -2.045e-05, 0, 0, 0, -0.782472, -0.649538, -0.83837, 1.27383e-05, -0.00267274, -0.00193499, 1, 0, 0.002, 0.04, 10, 1000, 4, 0.03
1, 1, 0.0824328, 0.00133362, 1, 0, 0.152123, -0.0797059, -0.0886552, 0.809142, -0.484934, 0.321699, 0.0814782, 0.0139206, 0.0171586, 0.0331763, 0.783196, -0.532534, 0.313995, 0.0664748, -0.246115, -0.0391324, -0.274581, 0.807705, -0.478905, 0.335272, 0.0765262, 0, 0, 0, 0, 0, 0, 0.0565797, -0.0135838, -0.00766241, 0, 0, 0, -1.01602, -0.517016, -0.799318, 0.00132276, -0.000460829, -0.00590682, 1, 0, 0.002, 0.04, 10, 1000, 4, 0.03
1, 1, 0.0824328, 0.00133362, 1, 0, 0.152314, -0.0797071, -0.0886616, 0.810055, -0.482902, 0.322252, 0.0822811, 0.0139206, 0.0171586, 0.0331763, 0.783196, -0.532534, 0.313995, 0.0664748, -0.245348, -0.0390843, -0.274596, 0.807371, -0.479745, 0.334707, 0.0772573, 0, 0, 0, 0, 0, 0, 0.0494736, 0.00137758, -0.00429951, 0, 0, 0, -1.01602, -0.517016, -0.799318, 0.00132276, -0.000460829, -0.00590682, 1, 0, 0.002, 0.04, 10, 1000, 4, 0.03
